experiment_id,revision,run_id,stage,kind,execution_status,returncode,colab_detected,gate,observed,operator,threshold,gate_status,review,decision_id,integrity,source_commit,package_sha256,protocol_sha256,notebook_sha256,run_path,scientific_phase_promoted
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,selected_checkpoint_frozen,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,fresh_process_reload,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,reload_metric_exact,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,fresh_process_resume,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,native_output_exact,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,native_decision_exact,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,reference_unchanged,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,shuffled_control_executed,true,eq,true,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E002,v001,20260921T210953Z-48abf488-local,M2,research,execution_completed,0,False,m3_remains_closed,false,eq,false,pass,pass,ADR-0007,verified,7891db73a05ef2d7b7fcbe4f33f94235b3ca2366,8bc4ef850b4fe02844d93aeea48b83fa44a966a4fe9537390bd202f831864ed7,73f054d74595f07555c8e4f94074cbdf205f9650fce60d4359d8e397556f01d9,cf08fca8c8d57959c9764dd6b97ac47d3bfc1b01ab22be490aca5ee29813bdba,research/experiments/M2-E002/v001/runs/20260921T210953Z-48abf488-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,fresh_confirmation_complete,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,fresh_lock_match,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,raw_text_disjoint,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,counterfactual_pair_disjoint,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,confirmation_windows_pair_disjoint,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_1_all_phase_checks,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_1_balanced_accuracy,null,ge,0.7,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_1_relation_0_recall,null,ge,0.5,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_1_relation_1_recall,null,ge,0.5,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_1_relation_2_recall,null,ge,0.5,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_2_all_phase_checks,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_2_balanced_accuracy,null,ge,0.7,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_2_relation_0_recall,null,ge,0.5,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_2_relation_1_recall,null,ge,0.5,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,window_2_relation_2_recall,null,ge,0.5,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,controls_executed,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,fresh_labels_not_used,null,eq,false,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,selected_checkpoint_frozen,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,selected_checkpoint_unchanged,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,reference_checkpoint_unchanged,null,eq,true,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,m8_final_horizons_closed,null,eq,false,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v001,20260921T221000Z-m2e003-local,M2,research,execution_failed,1,False,m3_remains_closed,null,eq,false,missing,revise,ADR-0008,verified,fc7e81f22e7f4c2b2553c53d98bd579fd6741f35,9937dc56dbec1f6a1bc4f3cce6807189a0dfdec6d6219d9e21b5450b49f45633,5332e24439674e162c730c60f88f3428e2d0a6b41e931330ec59bd806ce8fd98,a3ecd83062d8613a457ac9ee2fa1b844d11d7a230c02e48bc66b7b54cdd8a616,research/experiments/M2-E003/v001/runs/20260921T221000Z-m2e003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,fresh_confirmation_complete,null,eq,true,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,fresh_lock_match,null,eq,true,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,raw_text_disjoint,null,eq,true,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,counterfactual_pair_disjoint,null,eq,true,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,confirmation_windows_pair_disjoint,null,eq,true,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,window_1_all_phase_checks,null,eq,true,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,window_1_balanced_accuracy,null,ge,0.7,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,window_1_relation_0_recall,null,ge,0.5,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
M2-E003,v003,20260921T222500Z-m2e003-v003-local,M2,research,execution_failed,1,False,window_1_relation_1_recall,null,ge,0.5,missing,revise,ADR-0010,verified,630b4004f23cb35abe3b157ef0eb7b5f3b303d14,643ffca0e776cf70d92306bf407fc81d084d48189dff4b8f608459a1c2abbbf1,801fb6c6044fde97909bb57503aa04a5472a6daf35b8d4ed1e99bbd05bde25de,53640a6f3b0be65684cc4750436e9013b24561ce1fa9859a5d41b427228583a2,research/experiments/M2-E003/v003/runs/20260921T222500Z-m2e003-v003-local,False
